item_id,item_name_en,client_tables,reason
3920010,Horn Arrow,_item equipment itemData weapon,no-ge-page
3920013,Wolf Arrow,_item equipment itemData weapon,no-ge-page
3920014,Jade Arrow,_item equipment itemData weapon,no-ge-page
4020308,[en],_item equipment itemData weapon,no-english-name
4030009,[en],_item equipment itemData weapon,no-english-name
4050001,[en],_item equipment itemData weapon,no-english-name
4060001,[en],_item equipment itemData weapon,no-english-name
4080108,[en],_item equipment itemData weapon,no-english-name
4080302,Shellsplitter,_item equipment itemData weapon,no-ge-page
4090001,[en],_item equipment itemData weapon,no-english-name
4100107,[en],_item equipment itemData weapon,no-english-name
4100509,[en],_item equipment itemData weapon,no-english-name
4100811,[en],_item equipment itemData weapon,no-english-name
4100812,[en],_item equipment itemData weapon,no-english-name
4100813,[en],_item equipment itemData weapon,no-english-name
5010001,[en],_item equipment itemData weapon,no-english-name
5020115,[en],_item equipment itemData weapon,no-english-name
5040001,[en],_item equipment itemData weapon,no-english-name
6020013,[en],_item equipment itemData weapon,no-english-name
6020016,[en],_item equipment itemData weapon,no-english-name
6060011,Silver Needle,_item equipment itemData weapon,no-ge-page
7010014,[en],_item equipment itemData weapon,no-english-name
8010006,Steel Celata (Blue),_item armor equipment itemData,no-ge-page
8010007,Cobalt Celata (Blue),_item armor equipment itemData,no-ge-page
8010010,Cobalt Celata (Red),_item armor equipment itemData,no-ge-page
8010011,[en],_item armor equipment itemData,no-english-name
8010012,Darksteel Celata,_item armor equipment itemData,no-ge-page
8010013,Darksteel Celata (White),_item armor equipment itemData,no-ge-page
8010014,Darksteel Celata (Gold),_item armor equipment itemData,no-ge-page
8010015,[en],_item armor equipment itemData,no-english-name
8010116,Woolen Hat (Purple),_item armor equipment itemData,no-ge-page
8010117,Woolen Hat of Intelligence (Purple),_item armor equipment itemData,no-ge-page
8010118,Woolen Hat (Grey),_item armor equipment itemData,no-ge-page
8010119,Woolen Hat of the Mind (Grey),_item armor equipment itemData,no-ge-page
8010121,Felt Hat of the Mind (Green),_item armor equipment itemData,no-ge-page
8010122,Felt Hat (Green),_item armor equipment itemData,no-ge-page
8010123,Felt Hat of Intelligence (Red),_item armor equipment itemData,no-ge-page
8010124,Felt Hat (Red),_item armor equipment itemData,no-ge-page
8010126,Linen Hat of the Mind (Red),_item armor equipment itemData,no-ge-page
8010127,Linen Hat of Intelligence (Blue),_item armor equipment itemData,no-ge-page
8010128,Linen Hat (Red),_item armor equipment itemData,no-ge-page
8010131,Linen Hat (Blue),_item armor equipment itemData,no-ge-page
8010133,Linen Hat of the Mind (Blue),_item armor equipment itemData,no-ge-page
8010135,Linen Hat of Intelligence (Red),_item armor equipment itemData,no-ge-page
8010137,Woolen Hat of Intelligence (Grey),_item armor equipment itemData,no-ge-page
8010139,Woolen Hat of the Mind (Purple),_item armor equipment itemData,no-ge-page
8010140,Felt Hat (Blue),_item armor equipment itemData,no-ge-page
8010141,Felt Hat (Brown),_item armor equipment itemData,no-ge-page
8010143,Felt Hat of the Mind (Red),_item armor equipment itemData,no-ge-page
8010144,Felt Hat of the Mind (Blue),_item armor equipment itemData,no-ge-page
8010145,Felt Hat of the Mind (Brown),_item armor equipment itemData,no-ge-page
8010147,Felt Hat of Intelligence (Green),_item armor equipment itemData,no-ge-page
8010148,Felt Hat of Intelligence (Blue),_item armor equipment itemData,no-ge-page
8010149,Felt Hat of Intelligence (Brown),_item armor equipment itemData,no-ge-page
8010204,[en],_item armor equipment itemData,no-english-name
8010205,[en],_item armor equipment itemData,no-english-name
8010206,[en],_item armor equipment itemData,no-english-name
8010207,[en],_item armor equipment itemData,no-english-name
8010208,[en],_item armor equipment itemData,no-english-name
8010209,[en],_item armor equipment itemData,no-english-name
8010211,Steel Goggles (Yellow),_item armor equipment itemData,no-ge-page
8010212,Steel Goggles (Black),_item armor equipment itemData,no-ge-page
8010213,[en],_item armor equipment itemData,no-english-name
8010214,[en],_item armor equipment itemData,no-english-name
8010215,[en],_item armor equipment itemData,no-english-name
8010216,[en],_item armor equipment itemData,no-english-name
8010217,Dated Brass Preserves (Red),_item armor equipment itemData,no-ge-page
8010218,Dated Brass Preserves (Green),_item armor equipment itemData,no-ge-page
8010219,Dated Iron Preserves (Red),_item armor equipment itemData,no-ge-page
8010220,Dated Iron Preserves (Green),_item armor equipment itemData,no-ge-page
8010221,Cobalt Preserves (Red),_item armor equipment itemData,no-ge-page
8010222,Cobalt Preserves (Green),_item armor equipment itemData,no-ge-page
8010223,Darksteel Eyeguards (Red),_item armor equipment itemData,no-ge-page
8010224,Darksteel Eyeguards (Green),_item armor equipment itemData,no-ge-page
8010302,[en],_item armor equipment itemData,no-english-name
8010303,[en],_item armor equipment itemData,no-english-name
8010305,[en],_item armor equipment itemData,no-english-name
8010306,[en],_item armor equipment itemData,no-english-name
8010307,[en],_item armor equipment itemData,no-english-name
8010308,[en],_item armor equipment itemData,no-english-name
8010309,[en],_item armor equipment itemData,no-english-name
8010310,[en],_item armor equipment itemData,no-english-name
8010311,[en],_item armor equipment itemData,no-english-name
8010312,[en],_item armor equipment itemData,no-english-name
8010314,[en],_item armor equipment itemData,no-english-name
8010315,[en],_item armor equipment itemData,no-english-name
8010316,[en],_item armor equipment itemData,no-english-name
8010317,[en],_item armor equipment itemData,no-english-name
8010318,[en],_item armor equipment itemData,no-english-name
8010319,[en],_item armor equipment itemData,no-english-name
8010320,[en],_item armor equipment itemData,no-english-name
8010321,[en],_item armor equipment itemData,no-english-name
8010322,[en],_item armor equipment itemData,no-english-name
8010323,[en],_item armor equipment itemData,no-english-name
8010324,[en],_item armor equipment itemData,no-english-name
8010325,[en],_item armor equipment itemData,no-english-name
8010326,[en],_item armor equipment itemData,no-english-name
8010327,[en],_item armor equipment itemData,no-english-name
8010328,[en],_item armor equipment itemData,no-english-name
8010329,[en],_item armor equipment itemData,no-english-name
8010330,[en],_item armor equipment itemData,no-english-name
8010401,Dated Copper Circlet (Sunstone),_item armor equipment itemData,no-ge-page
8010402,Dated Copper Circlet (Lapis Lazuli),_item armor equipment itemData,no-ge-page
8010403,Dated Copper Circlet (Sphene),_item armor equipment itemData,no-ge-page
8010404,Dated Copper Circlet (Malachite),_item armor equipment itemData,no-ge-page
8010405,Dated Copper Circlet (Fluorite),_item armor equipment itemData,no-ge-page
8010406,Dated Copper Circlet (Danburite),_item armor equipment itemData,no-ge-page
8010407,Dated Brass Circlet (Sunstone),_item armor equipment itemData,no-ge-page
8010408,Dated Brass Circlet (Lapis Lazuli),_item armor equipment itemData,no-ge-page
8010409,Dated Brass Circlet (Sphene),_item armor equipment itemData,no-ge-page
8010410,Dated Brass Circlet (Malachite),_item armor equipment itemData,no-ge-page
8010411,Dated Brass Circlet (Fluorite),_item armor equipment itemData,no-ge-page
8010412,Dated Brass Circlet (Danburite),_item armor equipment itemData,no-ge-page
8010413,Dated Silver Circlet (Garnet),_item armor equipment itemData,no-ge-page
8010414,Dated Silver Circlet (Aquamarine),_item armor equipment itemData,no-ge-page
8010415,Dated Silver Circlet (Heliodor),_item armor equipment itemData,no-ge-page
8010416,Dated Silver Circlet (Peridot),_item armor equipment itemData,no-ge-page
8010417,Dated Silver Circlet (Amethyst),_item armor equipment itemData,no-ge-page
8010418,Dated Silver Circlet (Goshenite),_item armor equipment itemData,no-ge-page
8010419,Brass Circlet (Sunstone),_item armor equipment itemData,no-ge-page
8010420,Brass Circlet (Lapis Lazuli),_item armor equipment itemData,no-ge-page
8010421,Brass Circlet (Sphene),_item armor equipment itemData,no-ge-page
8010422,Brass Circlet (Malachite),_item armor equipment itemData,no-ge-page
8010423,Brass Circlet (Fluorite),_item armor equipment itemData,no-ge-page
8010424,Brass Circlet (Danburite),_item armor equipment itemData,no-ge-page
8010425,Dated Darksilver Circlet (Garnet),_item armor equipment itemData,no-ge-page
8010426,Dated Darksilver Circlet (Aquamarine),_item armor equipment itemData,no-ge-page
8010427,Dated Darksilver Circlet (Heliodor),_item armor equipment itemData,no-ge-page
8010428,Dated Darksilver Circlet (Peridot),_item armor equipment itemData,no-ge-page
8010429,Dated Darksilver Circlet (Amethyst),_item armor equipment itemData,no-ge-page
8010430,Dated Darksilver Circlet (Goshenite),_item armor equipment itemData,no-ge-page
8010431,Dated Electrum Circlet (Rubellite),_item armor equipment itemData,no-ge-page
8010432,Dated Electrum Circlet (Turquoise),_item armor equipment itemData,no-ge-page
8010433,Dated Electrum Circlet (Amber),_item armor equipment itemData,no-ge-page
8010434,Dated Electrum Circlet (Tourmaline),_item armor equipment itemData,no-ge-page
8010435,Dated Electrum Circlet (Spinel),_item armor equipment itemData,no-ge-page
8010436,Dated Electrum Circlet (Zircon),_item armor equipment itemData,no-ge-page
8010437,Silver Circlet (Garnet),_item armor equipment itemData,no-ge-page
8010438,Silver Circlet (Aquamarine),_item armor equipment itemData,no-ge-page
8010439,Silver Circlet (Heliodor),_item armor equipment itemData,no-ge-page
8010440,Silver Circlet (Peridot),_item armor equipment itemData,no-ge-page
8010441,Silver Circlet (Amethyst),_item armor equipment itemData,no-ge-page
8010442,Silver Circlet (Goshenite),_item armor equipment itemData,no-ge-page
8010443,Mythril Circlet (Rubellite),_item armor equipment itemData,no-ge-page
8010444,Mythril Circlet (Turquoise),_item armor equipment itemData,no-ge-page
8010445,Mythril Circlet (Amber),_item armor equipment itemData,no-ge-page
8010446,Mythril Circlet (Tourmaline),_item armor equipment itemData,no-ge-page
8010447,Mythril Circlet (Spinel),_item armor equipment itemData,no-ge-page
8010448,Mythril Circlet (Zircon),_item armor equipment itemData,no-ge-page
8010449,Electrum Circlet (Rubellite),_item armor equipment itemData,no-ge-page
8010450,Electrum Circlet (Turquoise),_item armor equipment itemData,no-ge-page
8010451,Electrum Circlet (Amber),_item armor equipment itemData,no-ge-page
8010452,Electrum Circlet (Tourmaline),_item armor equipment itemData,no-ge-page
8010453,Electrum Circlet (Spinel),_item armor equipment itemData,no-ge-page
8010454,Electrum Circlet (Zircon),_item armor equipment itemData,no-ge-page
8010455,[en],_item armor equipment itemData,no-english-name
8010456,[en],_item armor equipment itemData,no-english-name
8010457,[en],_item armor equipment itemData,no-english-name
8010458,[en],_item armor equipment itemData,no-english-name
8010459,[en],_item armor equipment itemData,no-english-name
8010460,[en],_item armor equipment itemData,no-english-name
8010461,[en],_item armor equipment itemData,no-english-name
8010462,[en],_item armor equipment itemData,no-english-name
8010463,[en],_item armor equipment itemData,no-english-name
8010464,[en],_item armor equipment itemData,no-english-name
8010465,[en],_item armor equipment itemData,no-english-name
8010466,[en],_item armor equipment itemData,no-english-name
8010467,[en],_item armor equipment itemData,no-english-name
8010468,[en],_item armor equipment itemData,no-english-name
8010469,[en],_item armor equipment itemData,no-english-name
8010470,[en],_item armor equipment itemData,no-english-name
8010471,[en],_item armor equipment itemData,no-english-name
8010472,[en],_item armor equipment itemData,no-english-name
8010473,Leather Vizard,_item armor equipment itemData,no-ge-page
8010475,Leather Vizard (Green),_item armor equipment itemData,no-ge-page
8010476,Leather Vizard (Green),_item armor equipment itemData,no-ge-page
8010477,Leather Vizard (Green),_item armor equipment itemData,no-ge-page
8010478,[en],_item armor equipment itemData,no-english-name
8010479,[en],_item armor equipment itemData,no-english-name
8010480,[en],_item armor equipment itemData,no-english-name
8010481,[en],_item armor equipment itemData,no-english-name
8010482,[en],_item armor equipment itemData,no-english-name
8010521,Hempen Coif of Casting (Brown),_item armor equipment itemData,no-ge-page
8010522,Hempen Coif of Toiling (Grey),_item armor equipment itemData,no-ge-page
8010524,Cotton Coif of Casting (Yellow),_item armor equipment itemData,no-ge-page
8010525,Cotton Coif of Toiling (Green),_item armor equipment itemData,no-ge-page
8010527,Woolen Coif of Casting (Blue),_item armor equipment itemData,no-ge-page
8010528,Woolen Coif of Toiling (Yellow),_item armor equipment itemData,no-ge-page
8010530,Felt Coif of Toiling (Black),_item armor equipment itemData,no-ge-page
8010531,Felt Coif of Casting (Grey),_item armor equipment itemData,no-ge-page
8010532,Hempen Coif (Brown),_item armor equipment itemData,no-ge-page
8010533,Hempen Coif (Grey),_item armor equipment itemData,no-ge-page
8010535,Hempen Coif of Casting (Grey),_item armor equipment itemData,no-ge-page
8010537,Hempen Coif of Toiling (Brown),_item armor equipment itemData,no-ge-page
8010538,Cotton Coif (Yellow),_item armor equipment itemData,no-ge-page
8010539,Cotton Coif (Green),_item armor equipment itemData,no-ge-page
8010541,Cotton Coif of Casting (Green),_item armor equipment itemData,no-ge-page
8010543,Cotton Coif of Toiling (Yellow),_item armor equipment itemData,no-ge-page
8010544,Woolen Coif (Blue),_item armor equipment itemData,no-ge-page
8010549,Woolen Coif (Yellow),_item armor equipment itemData,no-ge-page
8010551,Woolen Coif of Casting (Yellow),_item armor equipment itemData,no-ge-page
8010553,Woolen Coif of Toiling (Blue),_item armor equipment itemData,no-ge-page
8010554,Felt Coif (Black),_item armor equipment itemData,no-ge-page
8010555,Felt Coif (Grey),_item armor equipment itemData,no-ge-page
8010556,Felt Coif (Purple),_item armor equipment itemData,no-ge-page
8010557,Felt Coif (Red),_item armor equipment itemData,no-ge-page
8010559,Felt Coif of Toiling (Grey),_item armor equipment itemData,no-ge-page
8010560,Felt Coif of Toiling (Purple),_item armor equipment itemData,no-ge-page
8010561,Felt Coif of Toiling (Red),_item armor equipment itemData,no-ge-page
8010563,Felt Coif of Casting (Black),_item armor equipment itemData,no-ge-page
8010564,Felt Coif of Casting (Purple),_item armor equipment itemData,no-ge-page
8010565,Felt Coif of Casting (Red),_item armor equipment itemData,no-ge-page
8010621,Woolen Beret of Dexterity (Grey),_item armor equipment itemData,no-ge-page
8010622,Woolen Beret of Intelligence (Purple),_item armor equipment itemData,no-ge-page
8010623,Woolen Beret of Vitality (Black),_item armor equipment itemData,no-ge-page
8010625,Felt Beret of Dexterity (Blue),_item armor equipment itemData,no-ge-page
8010626,Felt Beret of Intelligence (Red),_item armor equipment itemData,no-ge-page
8010627,Felt Beret of Vitality (Brown),_item armor equipment itemData,no-ge-page
8010628,Woolen Beret (Grey),_item armor equipment itemData,no-ge-page
8010629,Woolen Beret (Purple),_item armor equipment itemData,no-ge-page
8010630,Woolen Beret (Black),_item armor equipment itemData,no-ge-page
8010632,Woolen Beret of Dexterity (Purple),_item armor equipment itemData,no-ge-page
8010633,Woolen Beret of Dexterity (Black),_item armor equipment itemData,no-ge-page
8010635,Woolen Beret of Intelligence (Grey),_item armor equipment itemData,no-ge-page
8010636,Woolen Beret of Intelligence (Black),_item armor equipment itemData,no-ge-page
8010638,Woolen Beret of Vitality (Grey),_item armor equipment itemData,no-ge-page
8010639,Woolen Beret of Vitality (Purple),_item armor equipment itemData,no-ge-page
8010640,Felt Beret (Blue),_item armor equipment itemData,no-ge-page
8010641,Felt Beret (Red),_item armor equipment itemData,no-ge-page
8010642,Felt Beret (Brown),_item armor equipment itemData,no-ge-page
8010643,Felt Beret (Green),_item armor equipment itemData,no-ge-page
8010645,Felt Beret of Dexterity (Red),_item armor equipment itemData,no-ge-page
8010647,Felt Beret of Dexterity (Brown),_item armor equipment itemData,no-ge-page
8010648,Felt Beret of Dexterity (Green),_item armor equipment itemData,no-ge-page
8010650,Felt Beret of Intelligence (Blue),_item armor equipment itemData,no-ge-page
8010651,Felt Beret of Intelligence (Brown),_item armor equipment itemData,no-ge-page
8010652,Felt Beret of Intelligence (Green),_item armor equipment itemData,no-ge-page
8010654,Felt Beret of Vitality (Blue),_item armor equipment itemData,no-ge-page
8010655,Felt Beret of Vitality (Red),_item armor equipment itemData,no-ge-page
8010656,Felt Beret of Vitality (Green),_item armor equipment itemData,no-ge-page
8010701,Elm Mask,_item armor equipment itemData,no-ge-page
8010702,Maple Mask,_item armor equipment itemData,no-ge-page
8010704,[en],_item armor equipment itemData,no-english-name
8010705,[en],_item armor equipment itemData,no-english-name
8010706,[en],_item armor equipment itemData,no-english-name
8010709,[en],_item armor equipment itemData,no-english-name
8010710,[en],_item armor equipment itemData,no-english-name
8010714,[en],_item armor equipment itemData,no-english-name
8010803,Dated Brass Spectacles (Yellow),_item armor equipment itemData,no-ge-page
8010804,Iron Spectacles,_item armor equipment itemData,no-ge-page
8010805,Iron Spectacles (Yellow),_item armor equipment itemData,no-ge-page
8010809,Silver Spectacles (Yellow),_item armor equipment itemData,no-ge-page
8010811,Mythril Spectacles (Blue),_item armor equipment itemData,no-ge-page
8010813,[en],_item armor equipment itemData,no-english-name
8010814,[en],_item armor equipment itemData,no-english-name
8010815,[en],_item armor equipment itemData,no-english-name
8010816,[en],_item armor equipment itemData,no-english-name
8010817,[en],_item armor equipment itemData,no-english-name
8010818,[en],_item armor equipment itemData,no-english-name
8010819,[en],_item armor equipment itemData,no-english-name
8010820,[en],_item armor equipment itemData,no-english-name
8010821,[en],_item armor equipment itemData,no-english-name
8010824,Electrum Monocle (White),_item armor equipment itemData,no-ge-page
8010825,[en],_item armor equipment itemData,no-english-name
8010826,[en],_item armor equipment itemData,no-english-name
8010827,[en],_item armor equipment itemData,no-english-name
8010828,[en],_item armor equipment itemData,no-english-name
8010834,Dated Weathered Spectacles (Black),_item armor equipment itemData,no-ge-page
8010835,Dated Weathered Spectacles (Green),_item armor equipment itemData,no-ge-page
8010836,Weathered Spectacles (White),_item armor equipment itemData,no-ge-page
8010837,[en],_item armor equipment itemData,no-english-name
8010901,Dated Hempen Sugarloaf Hat (Brown),_item armor equipment itemData,no-ge-page
8010902,Dated Hempen Sugarloaf Hat (Grey),_item armor equipment itemData,no-ge-page
8010903,Dated Hempen Sugarloaf Hat (Beige),_item armor equipment itemData,no-ge-page
8010904,Dated Cotton Sugarloaf Hat (Red),_item armor equipment itemData,no-ge-page
8010905,Dated Cotton Sugarloaf Hat (Green),_item armor equipment itemData,no-ge-page
8010906,Dated Cotton Sugarloaf Hat (Blue),_item armor equipment itemData,no-ge-page
8010907,Dated Velveteen Sugarloaf Hat (Black),_item armor equipment itemData,no-ge-page
8010908,Dated Velveteen Sugarloaf Hat (Red),_item armor equipment itemData,no-ge-page
8010909,Dated Velveteen Sugarloaf Hat (Green),_item armor equipment itemData,no-ge-page
8010911,Cotton Sugarloaf Hat (Brown),_item armor equipment itemData,no-ge-page
8010912,Cotton Sugarloaf Hat of the Mind (Green),_item armor equipment itemData,no-ge-page
8010913,Cotton Sugarloaf Hat of Intelligence (Blue),_item armor equipment itemData,no-ge-page
8010915,Velveteen Sugarloaf Hat (Black),_item armor equipment itemData,no-ge-page
8010916,Velveteen Sugarloaf Hat of the Mind (Red),_item armor equipment itemData,no-ge-page
8010917,Velveteen Sugarloaf Hat of Intelligence (Green),_item armor equipment itemData,no-ge-page
8010918,Cotton Sugarloaf Hat (Green),_item armor equipment itemData,no-ge-page
8010919,Cotton Sugarloaf Hat (Blue),_item armor equipment itemData,no-ge-page
8010921,Cotton Sugarloaf Hat of the Mind (Brown),_item armor equipment itemData,no-ge-page
8010922,Cotton Sugarloaf Hat of the Mind (Blue),_item armor equipment itemData,no-ge-page
8010924,Cotton Sugarloaf Hat of Intelligence (Brown),_item armor equipment itemData,no-ge-page
8010925,Cotton Sugarloaf Hat of Intelligence (Green),_item armor equipment itemData,no-ge-page
8010926,Velveteen Sugarloaf Hat (Red),_item armor equipment itemData,no-ge-page
8010927,Velveteen Sugarloaf Hat (Green),_item armor equipment itemData,no-ge-page
8010929,Velveteen Sugarloaf Hat of the Mind (Black),_item armor equipment itemData,no-ge-page
8010930,Velveteen Sugarloaf Hat of the Mind (Green),_item armor equipment itemData,no-ge-page
8010933,Velveteen Sugarloaf Hat of Intelligence (Black),_item armor equipment itemData,no-ge-page
8010934,Velveteen Sugarloaf Hat of Intelligence (Red),_item armor equipment itemData,no-ge-page
8011017,Velveteen Bandana (Black),_item armor equipment itemData,no-ge-page
8011018,Velveteen Bandana (Green),_item armor equipment itemData,no-ge-page
8011020,Velveteen Bandana (Red),_item armor equipment itemData,no-ge-page
8011021,Velveteen Bandana (Yellow),_item armor equipment itemData,no-ge-page
8011201,Dated Hunting Hat (Brown),_item armor equipment itemData,no-ge-page
8011202,Dated Hunting Hat (Grey),_item armor equipment itemData,no-ge-page
8011203,Dated Hunting Hat (Beige),_item armor equipment itemData,no-ge-page
8011221,Ranger's Hat (Red),_item armor equipment itemData,no-ge-page
8011223,Rainmaker's Hat (Blue),_item armor equipment itemData,no-ge-page
8011316,Velveteen Turban of Slaying (Yellow),_item armor equipment itemData,no-ge-page
8011317,Velveteen Turban of Invoking (Green),_item armor equipment itemData,no-ge-page
8011319,Linen Turban of Slaying (Yellow),_item armor equipment itemData,no-ge-page
8011320,Linen Turban of Invoking (Blue),_item armor equipment itemData,no-ge-page
8011322,Woolen Turban of Invoking (Purple),_item armor equipment itemData,no-ge-page
8011324,Velveteen Turban (Yellow),_item armor equipment itemData,no-ge-page
8011325,Velveteen Turban (Green),_item armor equipment itemData,no-ge-page
8011327,Velveteen Turban of Slaying (Green),_item armor equipment itemData,no-ge-page
8011329,Velveteen Turban of Invoking (Yellow),_item armor equipment itemData,no-ge-page
8011330,Linen Turban (Yellow),_item armor equipment itemData,no-ge-page
8011331,Linen Turban (Blue),_item armor equipment itemData,no-ge-page
8011333,Linen Turban of Slaying (Blue),_item armor equipment itemData,no-ge-page
8011335,Linen Turban of Invoking (Yellow),_item armor equipment itemData,no-ge-page
8011336,Woolen Turban (Purple),_item armor equipment itemData,no-ge-page
8011337,Woolen Turban (Red),_item armor equipment itemData,no-ge-page
8011338,Woolen Turban (Grey),_item armor equipment itemData,no-ge-page
8011340,Woolen Turban of Invoking (Red),_item armor equipment itemData,no-ge-page
8011341,Woolen Turban of Invoking (Grey),_item armor equipment itemData,no-ge-page
8011405,Iron Elmo (Brown),_item armor equipment itemData,no-ge-page
8011409,Cobalt Elmo (Red),_item armor equipment itemData,no-ge-page
8011504,Dated Leather Pot Helm (Black),_item armor equipment itemData,no-ge-page
8011505,Dated Leather Pot Helm (Ochre),_item armor equipment itemData,no-ge-page
8011506,Dated Leather Pot Helm (Green),_item armor equipment itemData,no-ge-page
8011507,Dated Leather Pot Helm (Red),_item armor equipment itemData,no-ge-page
8011508,Dated Toadskin Pot Helm (Sunstone),_item armor equipment itemData,no-ge-page
8011509,Dated Toadskin Pot Helm (Lapis Lazuli),_item armor equipment itemData,no-ge-page
8011510,Dated Toadskin Pot Helm (Sphene),_item armor equipment itemData,no-ge-page
8011511,Dated Toadskin Pot Helm (Malachite),_item armor equipment itemData,no-ge-page
8011512,Dated Toadskin Pot Helm (Fluorite),_item armor equipment itemData,no-ge-page
8011513,Dated Toadskin Pot Helm (Danburite),_item armor equipment itemData,no-ge-page
8011516,Dodoskin Pot Helm (Grey),_item armor equipment itemData,no-ge-page
8011518,Leather Pot Helm (Black),_item armor equipment itemData,no-ge-page
8011608,Steel Sallet (Green),_item armor equipment itemData,no-ge-page
8011609,Storm Private's Sallet,_item armor equipment itemData,no-ge-page
8011711,Mythril Chain Coif (Black),_item armor equipment itemData,no-ge-page
8011713,Cobalt Chain Coif (Red),_item armor equipment itemData,no-ge-page
8011816,Cotton Scarf (Brown),_item armor equipment itemData,no-ge-page
8011817,Cotton Scarf (Blue),_item armor equipment itemData,no-ge-page
8012012,Stablehand's Hat,_item armor equipment itemData,no-ge-page
8012013,Stablemaid's Hat,_item armor equipment itemData,no-ge-page
8012015,Angler's Hat of Strength (Yellow),_item armor equipment itemData,no-ge-page
