event_id,capture,lane_index,source_actor,destination_actor,carrier_scope,equipment_slot,catalog_item_id,property_hash,comparison_status,before_record_index,before_frame,before_subevent,before_value_hex,before_value_u_le,after_record_index,after_frame,after_subevent,after_value_hex,after_value_u_le,before_distance_frames,before_distance_us,after_distance_frames,after_distance_us
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x3dd87222,after-only,,,,,,75,23,3,0f00,15,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x3e2b1a7a,after-only,,,,,,65,23,2,00000000,0,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x416571ac,after-only,,,,,,52,23,1,1500,21,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x5272eae9,after-only,,,,,,78,23,3,affee050,1356922543,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x647a29a8,after-only,,,,,,51,23,1,1800,24,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x6c281311,after-only,,,,,,60,23,1,0000,0,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x7532ce24,after-only,,,,,,50,23,0,28,40,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x85e8d2a0,after-only,,,,,,62,23,1,0800,8,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0x8d974f1c,after-only,,,,,,77,23,3,a5fee050,1356922533,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xa329599a,after-only,,,,,,56,23,1,4300,67,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xa6748335,after-only,,,,,,71,23,2,f755f0a0,2700105207,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xadef0b22,after-only,,,,,,81,23,3,01,1,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xaf9e9323,after-only,,,,,,68,23,2,00000000,0,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xc8c3a058,after-only,,,,,,80,23,3,01,1,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xc8f1d28c,after-only,,,,,,61,23,1,0900,9,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xca132bc5,after-only,,,,,,72,23,2,6256f0a0,2700105314,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xd57dc284,after-only,,,,,,57,23,1,4300,67,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xd71d3b0e,after-only,,,,,,73,23,3,7374f0a0,2700113011,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xe8860f56,after-only,,,,,,67,23,2,00000000,0,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xe98bffbf,after-only,,,,,,64,23,2,00000000,0,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xf642f974,after-only,,,,,,74,23,3,9174f0a0,2700113041,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xf763d225,after-only,,,,,,63,23,1,0700,7,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xf7800f79,after-only,,,,,,66,23,2,00000000,0,,,2,93
equipment-event-005,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,0,0x006B1DE2,0xf904670d,after-only,,,,,,58,23,1,0000,0,,,2,93
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x06f2289f,before-only,70,23,2,f355f0a0,2700105203,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x079d8d67,before-only,76,23,3,1e00,30,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x09664b49,before-only,69,23,2,00000000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x0e704141,before-only,54,23,1,1500,21,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x1f3dacc5,before-only,55,23,1,4500,69,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x2526d379,before-only,82,23,3,01,1,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x28887bd6,before-only,79,23,3,befee050,1356922558,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x2dfbc13a,before-only,53,23,1,1c00,28,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x31af42be,before-only,59,23,1,0000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x3dd87222,before-only,75,23,3,0f00,15,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x3e2b1a7a,before-only,65,23,2,00000000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x416571ac,before-only,52,23,1,1500,21,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x5272eae9,before-only,78,23,3,affee050,1356922543,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x584fcfe3,after-only,,,,,,83,36,0,28,40,,,2,109
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x647a29a8,before-only,51,23,1,1800,24,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x6c281311,before-only,60,23,1,0000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x7532ce24,before-only,50,23,0,28,40,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x85e8d2a0,before-only,62,23,1,0800,8,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0x8d974f1c,before-only,77,23,3,a5fee050,1356922533,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xa329599a,before-only,56,23,1,4300,67,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xa6748335,before-only,71,23,2,f755f0a0,2700105207,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xadef0b22,before-only,81,23,3,01,1,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xaf9e9323,before-only,68,23,2,00000000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xc8c3a058,before-only,80,23,3,01,1,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xc8f1d28c,before-only,61,23,1,0900,9,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xca132bc5,before-only,72,23,2,6256f0a0,2700105314,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xd57dc284,before-only,57,23,1,4300,67,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xd71d3b0e,before-only,73,23,3,7374f0a0,2700113011,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xe8860f56,before-only,67,23,2,00000000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xe98bffbf,before-only,64,23,2,00000000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xf642f974,before-only,74,23,3,9174f0a0,2700113041,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xf763d225,before-only,63,23,1,0700,7,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xf7800f79,before-only,66,23,2,00000000,0,,,,,,11,5931,,
equipment-event-006,change_to_botanist.pcapng,0,actor-01,actor-01,single-slot,1,0x006B1E4C,0xf904670d,before-only,58,23,1,0000,0,,,,,,11,5931,,
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x002c1cd3,after-only,,,,,,482,245,28,1109f5a0,2700413201,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x01e244c5,unchanged,319,235,1,ffffffff,4294967295,340,245,19,ffffffff,4294967295,10,489,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x03aede7b,after-only,,,,,,408,245,23,2c6af0a0,2700110380,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x04a05dae,after-only,,,,,,452,245,26,0c23e050,1356866316,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x0cca47c4,after-only,,,,,,344,245,19,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x0cdd66e8,after-only,,,,,,424,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x0db5a5bf,after-only,,,,,,324,245,18,0a,10,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x0e4920e3,after-only,,,,,,375,245,21,b51f0000,8117,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x0e704141,after-only,,,,,,354,245,19,4c00,76,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x10f6fd7c,after-only,,,,,,464,245,27,0c23e050,1356866316,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x11b1b22d,after-only,,,,,,363,245,20,9d00,157,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x13f89710,after-only,,,,,,332,245,18,f900,249,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1662a1bf,after-only,,,,,,450,245,26,0c23e050,1356866316,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x17ab37ef,after-only,,,,,,371,245,20,aa00,170,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x18734cc5,after-only,,,,,,423,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x19b5d704,after-only,,,,,,476,245,28,0000803f,1065353216,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1b37117e,after-only,,,,,,440,245,25,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1bc46a06,after-only,,,,,,443,245,25,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1bc92b93,after-only,,,,,,477,245,28,ffff,65535,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1c2aec73,after-only,,,,,,359,245,20,9600,150,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1c420f6c,after-only,,,,,,413,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1e1bdb29,after-only,,,,,,478,245,28,ffff,65535,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1f3dacc5,after-only,,,,,,366,245,20,a900,169,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x1fa0bdf7,after-only,,,,,,486,245,28,3eb0f1a0,2700193854,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x204cf942,after-only,,,,,,358,245,20,9600,150,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x20fe7d3f,after-only,,,,,,481,245,28,05,5,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x2138fd71,after-only,,,,,,327,245,18,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x22bc605f,after-only,,,,,,463,245,27,79745550,1347777657,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x24224121,after-only,,,,,,405,245,23,2e6af0a0,2700110382,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x2526d379,after-only,,,,,,434,245,25,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x28887bd6,after-only,,,,,,447,245,25,0c23e050,1356866316,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x2a4f53c7,after-only,,,,,,381,245,21,2d040000,1069,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x2bcd68aa,after-only,,,,,,431,245,24,20,32,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x2dfbc13a,after-only,,,,,,353,245,19,4f00,79,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x2f5ac0cc,after-only,,,,,,404,245,23,806af0a0,2700110464,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x318836c0,after-only,,,,,,418,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x36b51229,after-only,,,,,,453,245,26,0c23e050,1356866316,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x38c8b08f,after-only,,,,,,391,245,22,e52ef0a0,2700095205,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x39f384cf,after-only,,,,,,392,245,22,e72ef0a0,2700095207,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x3c674537,after-only,,,,,,467,245,27,79745550,1347777657,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x3c95d5c5,after-only,,,,,,333,245,18,f900,249,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x3e1a660f,after-only,,,,,,397,245,22,ff55f0a0,2700105215,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x415881ad,unchanged,321,235,1,ffffffff,4294967295,342,245,19,ffffffff,4294967295,10,489,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x416571ac,after-only,,,,,,352,245,19,6600,102,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x41991fca,after-only,,,,,,349,245,19,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x419b046f,after-only,,,,,,419,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x4232bcaa,after-only,,,,,,330,245,18,f602,758,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x44849402,after-only,,,,,,475,245,27,0000803f,1065353216,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x45b85823,after-only,,,,,,459,245,26,faacdf50,1356836090,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x469403ba,after-only,,,,,,402,245,23,dc69f0a0,2700110300,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x470d61da,after-only,,,,,,395,245,22,fd55f0a0,2700105213,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x49ced7cd,after-only,,,,,,468,245,27,79745550,1347777657,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x4b2a7d17,after-only,,,,,,441,245,25,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x4db13e27,after-only,,,,,,474,245,27,79745550,1347777657,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x4f365e47,after-only,,,,,,449,245,25,0c23e050,1356866316,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x50ffb0a4,unchanged,320,235,1,ffffffff,4294967295,341,245,19,ffffffff,4294967295,10,489,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x5272eae9,after-only,,,,,,446,245,25,0c23e050,1356866316,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x570e1086,after-only,,,,,,487,245,28,34b0f1a0,2700193844,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x573fe04c,after-only,,,,,,372,245,20,0000803f,1065353216,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x5883d746,after-only,,,,,,460,245,26,3aaddf50,1356836154,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x58cd7cc0,after-only,,,,,,435,245,25,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x5a0a4034,after-only,,,,,,415,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x5cdee710,after-only,,,,,,485,245,28,38b0f1a0,2700193848,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x5d9dbe46,after-only,,,,,,462,245,26,79745550,1347777657,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x5f0f0e64,after-only,,,,,,438,245,25,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x5fc56d16,after-only,,,,,,360,245,20,a000,160,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6047e4bd,after-only,,,,,,380,245,21,63c70000,51043,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6065f862,after-only,,,,,,426,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6161a641,after-only,,,,,,385,245,21,e42ef0a0,2700095204,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x61816dfe,unchanged,322,235,1,ffffffff,4294967295,343,245,19,ffffffff,4294967295,10,489,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x63d4b0db,after-only,,,,,,469,245,27,79745550,1347777657,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x647a29a8,after-only,,,,,,350,245,19,6100,97,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x64803e98,after-only,,,,,,361,245,20,9600,150,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x671ef2b1,after-only,,,,,,439,245,25,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x69263cb7,after-only,,,,,,414,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x69579da7,after-only,,,,,,387,245,22,0e52f0a0,2700104206,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6974eda5,after-only,,,,,,484,245,28,00b4f1a0,2700194816,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6b060065,after-only,,,,,,422,245,24,01,1,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6b6e041d,after-only,,,,,,368,245,20,ad00,173,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6b9c6437,after-only,,,,,,471,245,27,79745550,1347777657,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6ccaf8b3,after-only,,,,,,355,245,19,4300,67,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x6d5633b9,unchanged,317,235,1,ffffffff,4294967295,338,245,18,ffffffff,4294967295,10,489,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x748287f9,after-only,,,,,,379,245,21,fd6a0000,27389,,,0,0
equipment-event-023,from_gridania_to_blackshroud.pcapng,0,actor-02,actor-02,aggregate-event,,,0x7532ce24,unchanged,313,235,1,04,4,334,245,18,04,4,10,489,0,0
