zone_slug,zone_jp,category,venue_jp,npc_jp,npc_en_client,client_npc_id,location_area,x,y,implement_patch,name_match_note
Gridania,グリダニア,マーケット,グリダニア・ランディング,服屋カインバーグ,Kyneburg,1100086,辻店区 ローファッション通り,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,
Gridania,グリダニア,マーケット,グリダニア・ランディング,靴屋ウリス,Urith,1100111,辻店区 ローファッション通り,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,
Gridania,グリダニア,マーケット,グリダニア・ランディング,貿易商ワ・ジメイ,W'jhimei,1900209,リムサ・ロミンサ交易商会,,,2012年4月26日実装（パッチ1.22）,
Gridania,グリダニア,マーケット,グリダニア・ランディング,貿易商ロエル,Roelle,1300183,グリダニア交易商会,,,2012年4月26日実装（パッチ1.22）,
Gridania,グリダニア,マーケット,グリダニア・ランディング,貿易商ゴゴリヨ,Gogoriyo,1400203,ウルダハ交易商会,,,2012年4月26日実装（パッチ1.22）,
Ul_dah,ウルダハ,ギルドショップ,クイックサンド[冒険者ギルド],武器商エトガル,Etgar,1000105,商業層,6,4,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,クイックサンド[冒険者ギルド],防具商ガネロン,Ganelon,1000116,商業層,6,4,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,コロセウム[剣術士ギルド],武器商スリドウルフ,Thrydwulf,1000241,商業層,5,5,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,プラチナミラージュ[格闘士ギルド],武器商グ・ワハイ,G'wahaii,1900191,商業層,5,4,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,アルダネス聖櫃堂[呪術士ギルド],魔器商ノノス,Nonosu,1500161,商業層,4,5,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,エシュテム直営工房[彫金師ギルド],彫金師パミゾロー,Pamisolaux,1200070,商業層,6,6,,
Ul_dah,ウルダハ,ギルドショップ,エシュテム直営工房[彫金師ギルド],道具商スレダ,Sreda,1100425,商業層,6,6,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,織物「サンシルク」[裁縫師ギルド],裁縫師ノルベットー,Norbettaux,1200067,商業層,7,6,,
Ul_dah,ウルダハ,ギルドショップ,織物「サンシルク」[裁縫師ギルド],道具商ロサムンド,Rosamund,1100413,商業層,7,6,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,フロンデール薬学院[錬金術師ギルド],錬金術師ジェミミ,Jemimi,1500095,政庁層,5,6,,
Ul_dah,ウルダハ,ギルドショップ,フロンデール薬学院[錬金術師ギルド],道具商カンプラン,Quimperain,1200217,政庁層,5,6,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ギルドショップ,アマジナ鉱山社[採掘師ギルド],採掘師ノルトムーン,Nortmoen,1600127,商業層,6,6,,
Ul_dah,ウルダハ,ギルドショップ,アマジナ鉱山社[採掘師ギルド],用具商エミヌ,Eminne,1300162,商業層,6,6,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,ルビーロード国際市場,アマジナ鉱山社[採掘師ギルド],貿易商ファブルレー,Fabrellet,1200099,商業層,6,4,,
Ul_dah,ウルダハ,ルビーロード国際市場,アマジナ鉱山社[採掘師ギルド],肉屋エオルメンギルド,Eormengild,1100065,商業層,6,4,,
Ul_dah,ウルダハ,ルビーロード国際市場,アマジナ鉱山社[採掘師ギルド],八百屋ヴィスロール,Wysslorh,1600245,商業層,6,4,,
Ul_dah,ウルダハ,ルビーロード国際市場,アマジナ鉱山社[採掘師ギルド],革細工師エルギヴァ,Elgiva,1100063,商業層,6,4,,
Ul_dah,ウルダハ,ルビーロード国際市場,アマジナ鉱山社[採掘師ギルド],調理師ペ・ソンジャ,P'sonjha,1900008,商業層,6,4,,
Ul_dah,ウルダハ,ルビーロード国際市場,アマジナ鉱山社[採掘師ギルド],服屋ロズレット,Roserette,1300062,商業層,6,4,,
Ul_dah,ウルダハ,ルビーロード国際市場,アマジナ鉱山社[採掘師ギルド],下着屋ワワポ,Wawapo,1500160,商業層,6,4,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],用具商タタロガ,Tataroga,1400030,商業層,7,4,,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],貿易商ヨハネス,Johannes,1000147,商業層,7,4,,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],甲冑師アルノール,Allenaure,1300010,商業層,7,4,,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],木工師バリン,Barryn,1000043,商業層,7,4,,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],旅商ヘレナ,Helena,1100327,商業層,7,4,,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],茶屋キルー,Quiloud,1200011,商業層,7,4,,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],旅商ググディ,Gugudi,1500011,商業層,7,4,,
Ul_dah,ウルダハ,サファイアアベニュー国際市場,アマジナ鉱山社[採掘師ギルド],鍛冶師デュースドルン,Doesdornn,1600057,商業層,7,4,,
Ul_dah,ウルダハ,ショップ,武具店「ルディウス」,武器商ザギルスヴェルド,Zagylswerd,1600254,商業層,4,5,,
Ul_dah,ウルダハ,ショップ,骨董のロムルル,骨董屋ピメル,Pimelle,1300058,商業層,5,4,,
Ul_dah,ウルダハ,ショップ,ファッションブランド「エシュテム」,宝飾商ワ・ナルキ,W'nhalki,1900103,商業層,5,5,,
Ul_dah,ウルダハ,ショップ,ウルダハ・ランディング,土産屋ヴェークサッツ,Waeksatz,1600218,ウルダハ・ランディング,1,1,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,武器商リラクタントボア,Reluctant Boar,1600294,旅商区 ファイター横町,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,魔器商ル・ジレッコ,R'zalikko,1900032,旅商区 ソーサラー横町,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,用具商テテトカ,Tetetoka,1400188,旅商区 ギャザラー横町,,,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,道具商アムニ,Amenie,1300153,旅商区 クラフター横町,,,2011年10月5日実装（パッチ1.19）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,板金商イゾルド,Isaulde,1300119,旅商区 アーマー横町,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,prefix-variant:client=甲冑商イゾルド
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,服屋フラジョルロア,Frageorloix,1200049,旅商区 ローファッション横町,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,服屋ケアイラ,Keaira,1100198,旅商区 ローファッション横町,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,靴屋ワルドヒア,Waldhere,2200233,旅商区 ローファッション横町,,,2010年12月16日実装（バージョンアップ (2010/12/16)）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,貿易商ダイビング・イーグル,Diving Eagle,1600319,リムサ・ロミンサ交易商会,,,2012年4月26日実装（パッチ1.22）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,貿易商ワ・ドヤガ,W'doyagha,1900208,グリダニア交易商会,,,2012年4月26日実装（パッチ1.22）,
Ul_dah,ウルダハ,マーケット,ウルダハ・ランディング,貿易商ザワワ,Zawawa,1500177,ウルダハ交易商会,,,2012年4月26日実装（パッチ1.22）,
LaNoscea,ラノシア,キャンプ,キャンプ・ビアデッドロック,酒保商人サンガイヴ,Sungyve,1100108,ビアデッドロック,25,29,,
LaNoscea,ラノシア,キャンプ,キャンプ・スカルバレー,酒保商人ヒヒヤジャ,Hihiyaja,1400190,スカルバレー,15,18,,
LaNoscea,ラノシア,キャンプ,キャンプ・バルドノール,酒保商人ダウイッド,Dauid,1000083,バルドノール,6,16,,
LaNoscea,ラノシア,キャンプ,キャンプ・ブラッドショア,酒保商人ダニェル,Danyell,1000082,ブラッドショア,36,20,,
LaNoscea,ラノシア,キャンプ,キャンプ・アイアンレイク,酒保商人アイルファ,Aylufa,1100051,アイアンレイク,22,7,,
LaNoscea,ラノシア,簡易施設,レッドルースター農場,酒保商人ハス・パニパー,Hahs Panipahr,1900253,ブラッドショア,36,25,,
LaNoscea,ラノシア,簡易施設,ハーフストーン入植地,酒保商人パパワズ,Papawazu,1400191,バルドノール,7,20,,
LaNoscea,ラノシア,ハムレット,エールポート,主計要員ウックトレッド,Uchtred,1000344,エールポート,12,23,,
Coerthas,クルザス,キャンプ,キャンプ・ドラゴンヘッド,酒保商人ン・カナゴ,N'canago,1900098,ドラゴンヘッド,39,18,,
Coerthas,クルザス,キャンプ,キャンプ・クルケッドフォーク,酒保商人フォークス,Fawkes,1000107,クルケッドフォーク,48,9,,
Coerthas,クルザス,キャンプ,キャンプ・グローリー,酒保商人フォルガード,,,フィールド・オブ・グローリー,52,29,,no-client-npc
Coerthas,クルザス,キャンプ,キャンプ・エバーレイクス,酒保商人ポポナグ,Poponagu,1400194,エバーレイクス,35,33,,
Coerthas,クルザス,キャンプ,キャンプ・リバーズミート,酒保商人シンノヴ,Synnove,1100109,リバーズミート,19,19,,
BlackShroud,黒衣森（コクエノモリ）,キャンプ,キャンプ・ベントブランチ,酒保商人ジェラルジュ,Gerraldieux,1200051,ベントブランチ,33,32,,
BlackShroud,黒衣森（コクエノモリ）,キャンプ,キャンプ・ナインアイビー,酒保商人ゼッヘクレフ,Zehkrepf,1600259,ナインアイビー,48,29,,
BlackShroud,黒衣森（コクエノモリ）,キャンプ,キャンプ・エメラルドモス,酒保商人マエヌ,Maenne,1300196,エメラルドモス,20,20,,
BlackShroud,黒衣森（コクエノモリ）,キャンプ,キャンプ・クリムゾンバーク,酒保商人ノルレズ,Norlaise,1300197,クリムゾンバーク,15,32,,
BlackShroud,黒衣森（コクエノモリ）,キャンプ,キャンプ・トランキル,酒保商人エドウィン,Edwyn,1000096,トランキルパス,38,49,,
BlackShroud,黒衣森（コクエノモリ）,簡易施設,パスカロン監視所,酒保商人ライ・カータポ,Raih Kaatapoh,1900262,トランキルパス,35,43,,
BlackShroud,黒衣森（コクエノモリ）,簡易施設,ホスソーン家の山塞,酒保商人ユジャジャ,Yujaja,1500164,ナインアイビー,50,32,,
BlackShroud,黒衣森（コクエノモリ）,ハムレット,ハーストミル,主計要員オスカルレ,Oscarlet,1200125,エメラルドモス,25,13,,
Thanalan,ザナラーン,キャンプ,キャンプ・ブラックブラッシュ,酒保商人ベネディクト,Benedict,1000047,ブラックブラッシュ,27,26,,
Thanalan,ザナラーン,キャンプ,キャンプ・ドライボーン,酒保商人ロジュダンレル,Logedanrel,1200208,ドライボーン,39,25,,
Thanalan,ザナラーン,キャンプ,キャンプ・ホライズン,酒保商人ヴィシュトスン,Wistsunn,1600231,ホライズンエッジ,13,29,,
Thanalan,ザナラーン,キャンプ,キャンプ・ブルーフォグ,酒保商人モントルガン,Montorgains,1200210,ブルーフォグ,25,13,,
Thanalan,ザナラーン,キャンプ,キャンプ・ブロークンウォーター,酒保商人ヴントヒムル,Wunthyml,1600232,ブロークンウォーター,43,40,,
Thanalan,ザナラーン,簡易施設,旅亭「コッファー＆コフィン」,酒保商人ウララ,Ulala,1500163,ホライズンエッジ,9,27,,
Thanalan,ザナラーン,簡易施設,8号霊銀試掘場,酒保商人ハウ・バジリ,Hawu Bajihri,1900258,ドライボーン,40,28,,
Thanalan,ザナラーン,ハムレット,ゴールドバザー,主計要員セセリック,Seserikku,1400039,ゴールドバザー,39,19,,
MorDhona,モードゥナ,キャンプ,キャンプ・ブリトルバーク,酒保商人ゼゼラギ,Zezeragi,1400195,ブリトルバーク,17,20,,
MorDhona,モードゥナ,キャンプ,キャンプ・レヴナンツトール,酒保商人プリオルフェ,Priorfaix,1200215,レヴナンツトール,10,6,,
