class_jp,class_en,section_jp,section_en,name_jp,name_en_client,client_command_id,level,tp,cast,recast_time,effect_duration,equip_condition_jp,equip_condition_en,description_jp,source
闘術,Pugilist,アクション,action,ヘイメーカー,Haymaker,27119,18,250,-,5秒,-,専用,class-exclusive,対象に物理攻撃。追加効果「スタン」 発動条件：回避直後,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,金剛の構え,Fists of Earth,27105,22,-,-,10秒,-,専用,class-exclusive,自身の攻撃を土属性にし、かつ物理防御力にボーナスを得る。再発動で効果終了。(効果中はＭＰを消費し続ける） 「紅蓮の構え」「疾風の構え」とは同時に使えない。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,闘魂吸魔掌,Sucker Punch,27117,26,1000,-,15秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 側面攻撃時：追加効果「ＭＰ回復」 コンボ条件：当身 ボーナス：追加効果ＭＰ回復量アップ,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,デモリッシュ,Demolish,27115,30,1500,-,30秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 コンボ条件：当身 ボーナス：対象の強化エフェクトを1つ削除 部位損傷「」,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,紅蓮の構え,Fists of Fire,27104,34,-,-,10秒,-,専用,class-exclusive,自身の攻撃を火属性にし、かつ物理攻撃力にボーナスを得る。再発動で効果終了。(効果中はＭＰを消費し続ける） 「金剛の構え」「疾風の構え」とは同時に使えない。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,オーラパルス,Aura Pulse,27113,38,1500,-,40秒,30秒,専用,class-exclusive,自身の周囲の敵に物理範囲攻撃。 コンボ条件：裏拳 ボーナス：追加効果「スロウ」,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,口笛,Taunt,27102,42,-,-,60秒,5秒,専用,class-exclusive,一時的に敵のターゲットを自身に固定する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,空鳴拳,Howling Fist,27116,46,3000,-,80秒,-,専用,class-exclusive,対象に物理攻撃。 側面攻撃時：物理命中力アップ コンボ条件：デモリッシュ ボーナス：ダメージアップ,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,アクション,action,猿猴九連掌,Simian Thrash,27112,50,2000,-,80秒,-,専用,class-exclusive,対象に物理9回攻撃。ダメージが低い。 コンボ条件：コンカシブブロー ボーナス：ダメージアップ,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,物理攻撃力アップI,Enhanced Physical Attack,27127,8,,,,,専用,class-exclusive,物理攻撃力を+8する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,物理回避力アップI,Enhanced Evasion,27129,12,,,,,専用,class-exclusive,物理回避力を+8する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,物理命中力アップI,Enhanced Physical Accuracy,27126,16,,,,,専用,class-exclusive,物理命中力を+8する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,内丹効果アップ,Enhanced Second Wind,27120,20,,,,,専用,class-exclusive,内丹によるＨＰ回復効果を+25%する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,ブラインドサイド効果アップ,Enhanced Blindside,27121,24,,,,,専用,class-exclusive,ブラインドサイドにINTに依存した物理攻撃力アップ効果を追加する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,フェザーステップ効果アップ,Enhanced Featherfoot,27123,28,,,,,専用,class-exclusive,フェザーステップによるＭＰ回復効果を+25%にする。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,物理クリティカル攻撃力アップI,Enhanced Physical Crit Damage,27130,32,,,,,専用,class-exclusive,物理クリティカル攻撃力を+10する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,金剛の構え効果アップ,Enhanced Fists of Earth,27125,36,,,,,専用,class-exclusive,金剛の構え時の物理防御力アップ効果を+5％する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,物理攻撃力アップII,Enhanced Physical Attack II,27128,40,,,,,専用,class-exclusive,物理攻撃力を+10する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,紅蓮の構え効果アップ,Enhanced Fists of Fire,27124,44,,,,,専用,class-exclusive,紅蓮の構え時の物理攻撃力アップ効果を+5％する。,class/action/~patch2.00_Pugilist.html
闘術,Pugilist,特性,trait,口笛リキャストタイム短縮,Swift Taunt,27122,48,,,,,専用,class-exclusive,口笛のリキャストタイムを-15秒する。,class/action/~patch2.00_Pugilist.html
斧術,Marauder,ジョブ専用アクション,job-specific action,ヴェンジェンス,Vengeance,27186,30,-,-,150秒,,ジョブ専用,job-exclusive,効果中、自身が受けた物理属性ダメージの一部を相手に跳ね返す。,class/action/~patch2.00_Marauder.html
斧術,Marauder,ジョブ専用アクション,job-specific action,アンタゴナイズ,Antagonize,27187,35,-,-,120秒,,ジョブ専用,job-exclusive,効果中、アクション実行時の敵視を増加させる。,class/action/~patch2.00_Marauder.html
斧術,Marauder,ジョブ専用アクション,job-specific action,コルーション,Collusion,27188,40,-,-,90秒,,ジョブ専用,job-exclusive,対象としたパーティメンバーの次の攻撃による敵視の一部を肩代わりする。 効果発動条件：対象が8m以内に存在,class/action/~patch2.00_Marauder.html
斧術,Marauder,ジョブ専用アクション,job-specific action,スチールサイクロン,Steel Cyclone,27192,45,2000,-,30秒,,ジョブ専用,job-exclusive,自身の周囲の敵に物理範囲攻撃。ランページ中は効果がリセットされる代わりにダメージアップし、かつ対象に狙われている場合：追加効果「スタン」 コンボ条件：スカルサンダー ボーナス：クリティカルヒット確率アップ,class/action/~patch2.00_Marauder.html
斧術,Marauder,ジョブ専用アクション,job-specific action,マイティストライク,Mighty Strikes,27189,50,-,-,900秒,,ジョブ専用,job-exclusive,効果中、斧による攻撃が全てクリティカルヒットする。,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,投擲,Throw,22113,1,-,-,5秒,-,汎用,general,武器を投げつける。 [目標にダメージ] 投擲武器を装備する,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,ヘヴィスウィング,Heavy Swing,27190,1,1000,-,10秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 正面攻撃時：物理命中力アップ,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,フォーサイト,Foresight,27181,2,-,-,60秒,30秒,-,,自身の受け流し発動率アップ。一度受け流しが成功すると効果終了。,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,ブルータルスウィング,Brutal Swing,27193,4,1500,-,20秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 側面攻撃時：ダメージアップ,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,ブラッドバス,Bloodbath,27182,6,-,-,60秒,30秒,-,,次のウェポンスキルに追加効果「ＨＰ吸収」。 [VITで吸収量ボーナス] の効果,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,スカルサンダー,Skull Sunder,27191,10,1500,-,30秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 コンボ条件：ヘヴィスウィング ボーナス：敵視アップ 部位損傷「」,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,挑発,Provoke,27180,14,-,-,30秒,-,-,,対象の敵視をアップする。,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,フラクチャー,Fracture,27198,18,500,-,40秒,8秒,専用,class-exclusive,対象に物理攻撃。追加効果「ＷＳ使用不可」 発動条件：受け流し発動直後,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,バーサク,Berserk,27183,22,-,-,10秒,-,専用,class-exclusive,効果中、物理攻撃が命中するたびに物理攻撃力アップ、物理防御力ダウン。 ダメージを受けると効果がリセットされる。再発動で効果終了。「ランページ」とは同時に使えない。,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,メイム,Maim,27194,26,1500,-,30秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 コンボ条件：ブルータルスウィング ボーナス：物理命中力アップ 部位損傷「」,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,オーバーパワー,Overpower,27199,30,250,-,5秒,-,ファイター専用,Disciples of War only,対象に向かって前方範囲攻撃。 発動条件：受け流し発動直後,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,ランページ,Rampage,27184,34,-,-,10秒,-,専用,class-exclusive,効果中、物理攻撃を受ける度に攻撃速度と受け流しをアップし、自身の攻撃がクリティカルするとHP回復の効果。 時間経過で効果が減衰する。再発動で効果終了。「バーサク」とは同時に使えない。,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,シュトルムヴィント,Path of the Storm,27196,38,1500,-,30秒,-,専用,class-exclusive,対象に物理攻撃。 背後攻撃時：追加効果「ヘヴィ」 部位損傷「」,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,不屈の行軍,Enduring March,27185,42,-,-,180秒,20秒,専用,class-exclusive,効果中、移動速度が低下する代わりに殆どの弱体効果を無効化、かつランページの効果が減衰しない。,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,ワールウィンド,Whirlwind,27197,46,3000,-,80秒,-,専用,class-exclusive,自身の周囲の敵に物理範囲攻撃。 コンボ条件：シュトルムヴィント ボーナス：バーサク中は効果がリセットされる代わりにダメージアップ。,class/action/~patch2.00_Marauder.html
斧術,Marauder,アクション,action,ゴッズベーン,Godsbane,27195,50,3000,-,60秒,-,専用,class-exclusive,対象に物理3回攻撃。 バーサク中は効果がリセットされる代わりに物理命中力アップ。 コンボ条件：メイム ボーナス：クリティカルヒット確率アップ 部位損傷「」,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,物理攻撃力アップI,Enhanced Physical Attack Power,27210,8,,,,,専用,class-exclusive,物理攻撃力を+8する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,物理防御力アップI,Enhanced Physical Defense,27208,12,,,,,専用,class-exclusive,物理防御力を+8する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,ブラッドバスリキャストタイム短縮,Swift Bloodbath,27202,16,,,,,専用,class-exclusive,ブラッドバスのリキャストタイムを-15秒する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,フォーサイトリキャストタイム短縮,Swift Foresight,27201,20,,,,,専用,class-exclusive,フォーサイトのリキャストタイムを-15秒する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,受け流し力アップI,Enhanced Parry,27207,24,,,,,専用,class-exclusive,受け流し力を+8する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,挑発効果アップ,Enhanced Provoke,27200,28,,,,,専用,class-exclusive,挑発に「攻撃力ダウン」の効果を追加する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,物理クリティカル回避力アップI,Enhanced Physical Crit Evasion,27206,32,,,,,専用,class-exclusive,物理クリティカル回避力を+10する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,バーサク効果アップ,Enhanced Berserk,27205,36,,,,,専用,class-exclusive,バーサクによる効果を1.2倍にする。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,物理防御力アップII,Enhanced Physical Defense II,27209,40,,,,,専用,class-exclusive,物理防御力を+10する。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,ランページ効果アップ,Enhanced Rampage,27204,44,,,,,専用,class-exclusive,ランページ時のクリティカルによるＨＰ回復効果を2倍にする。,class/action/~patch2.00_Marauder.html
斧術,Marauder,特性,trait,不屈の行軍効果アップ,Enhanced Enduring March,27203,48,,,,,専用,class-exclusive,不屈の行軍時の移動速度を+20％する。,class/action/~patch2.00_Marauder.html
槍術,Lancer,ジョブ専用アクション,job-specific action,ジャンプ,Jump,27266,30,-,-,60秒,,ジョブ専用,job-exclusive,物理攻撃を回避しつつ対象にジャンプで近づき攻撃し、攻撃後は元の位置に戻る。,class/action/~patch2.00_Lancer.html
槍術,Lancer,ジョブ専用アクション,job-specific action,ディセムボウル,Disembowel,27272,35,750,-,30秒,,ジョブ専用,job-exclusive,対象に物理攻撃。 追加効果「麻痺」 コンボ条件：フェイント ボーナス：麻痺効果時間延長,class/action/~patch2.00_Lancer.html
槍術,Lancer,ジョブ専用アクション,job-specific action,イルーシブジャンプ,Elusive Jump,27267,40,-,-,90秒,,ジョブ専用,job-exclusive,自身の後方に大きくバックジャンプ。 追加効果「敵視ダウン」,class/action/~patch2.00_Lancer.html
槍術,Lancer,ジョブ専用アクション,job-specific action,リングオブタロン,Ring of Talons,27277,45,2000,-,60秒,,ジョブ専用,job-exclusive,自身の周囲の敵に物理範囲攻撃。 コンボ条件：インパルスドライヴ ボーナス：クリティカルヒット確率アップ,class/action/~patch2.00_Lancer.html
槍術,Lancer,ジョブ専用アクション,job-specific action,ドラゴンダイブ,Dragonfire Dive,27268,50,-,-,900秒,,ジョブ専用,job-exclusive,ジャンプして対象とその周囲の敵に火属性攻撃。,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,投擲,Throw,22113,1,-,-,5秒,-,汎用,general,武器を投げつける。 [目標にダメージ] 投擲武器を装備する,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,トゥルースラスト,True Thrust,27269,1,1000,-,10,-,ファイター専用,Disciples of War only,対象に物理攻撃。 正面攻撃時：物理命中力アップ,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,ボーパルスラスト,Vorpal Thrust,27274,2,1500,-,20秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 背後攻撃時：クリティカルヒット確率アップ,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,フェイント,Feint,27278,4,250,-,10秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。命中高い。 発動条件：ミス直後,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,捨身,Blood for Blood,27264,6,-,-,60秒,-,-,,次のウェポンスキル実行時にＨＰを消費してダメージアップ。,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,ヘヴィスラスト,Heavy Thrust,27273,10,1500,-,20秒,4秒,ファイター専用,Disciples of War only,対象に物理攻撃。 対象に狙われている場合：追加効果「スタン」 コンボ条件：トゥルースラスト ボーナス：スタン効果時間延長 部位損傷「」,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,気合,Invigorate,27260,14,-,-,90秒,30秒,-,,ＴＰを得る。効果中は非戦闘中もＴＰが減らない。,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,インパルスドライヴ,Impulse Drive,27275,18,1500,-,30秒,-,ファイター専用,Disciples of War only,対象に物理攻撃。 側面攻撃時：ダメージアップ コンボ条件：ボーパルスラスト ボーナス：クリティカルヒット確率アップ 部位損傷「」,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,竜剣,Life Surge,27262,22,250,-,15秒,180秒,専用,class-exclusive,ＴＰを消費して自身のオートアタックにＨＰ吸収能力を付加。 3回まで効果は蓄積。竜槍とは同時に使えない。,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,キーンフラーリ,Keen Flurry,27265,26,-,-,90秒,-,-,,ＨＰを消費して、次のウェポンスキルのリキャストタイムを短縮する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,足払い,Leg Sweep,27270,30,1000,-,30秒,8秒,ファイター専用,Disciples of War only,自身の周囲の敵に物理範囲攻撃。 コンボ条件：トゥルースラスト ボーナス：追加効果「スタン」,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,竜槍,Power Surge,27261,34,-,-,10秒,-,専用,class-exclusive,自身に物理攻撃力アップ、物理防御力ダウン。対象にウェポンスキルもしくはジャンプを使用した場合、効果時間延長。更にその回数が一定数を超えると効果アップ(Max：3段階)。竜剣とは同時に使えない。再発動で効果終了。,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,フルスラスト,Full Thrust,27279,38,250,-,30秒,-,専用,class-exclusive,対象に物理攻撃。命中高い。追加効果「獲得TPボーナス」 発動条件：ミス直後 PIEによってボーナスが付与,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,ドレッドスパイク,Dread Spike,27263,42,-,-,120秒,-,専用,class-exclusive,次の被ダメージ時にＨＰ吸収。 竜槍および竜剣の効果が終了する代わりに吸収量アップ。,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,ドゥームスパイク,Doom Spike,27271,46,3000,-,60秒,-,専用,class-exclusive,対象に向かって物理貫通攻撃。 コンボ条件：足払い ボーナス：物理命中力アップ,class/action/~patch2.00_Lancer.html
槍術,Lancer,アクション,action,桜華狂咲,Chaos Thrust,27276,50,3000,-,80秒,-,専用,class-exclusive,対象に物理6回攻撃。物理クリティカルダメージにボーナス。 コンボ条件：インパルスドライヴ ボーナス：クリティカルヒット確率アップ,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,物理攻撃力アップI,Enhanced Physical Attack Power,27288,8,,,,,専用,class-exclusive,物理攻撃力を+8する。,class/action/~patch2.00_Lancer.html
槍術,Lancer,特性,trait,ストアＴＰ,Store TP,27286,12,,,,,専用,class-exclusive,攻撃時の獲得ＴＰを+5%する。,class/action/~patch2.00_Lancer.html
